PID^Product ID^Mfr Name^Mfr P/N^Price^COO^Short Description^UPC^UOM
9148319^00139SW3250MH/S1605_00^AmpliVox Sound Systems^SW3250MH/S1605_00^2397.12^TW^N757057 - AMPLIVOX SOUND SYSTEMS: SW3250-MH/S1605 - Lectern w/Sound, Mahog, 46-3/4x26x25-1/2. 30F268 ^^EA
9139228^00139SS3025CH_00^AmpliVox Sound Systems^SS3025CH_00^2329.1639999999998^TW^N756227 - AMPLIVOX SOUND SYSTEMS: SS3025-CH - Lectern w/Sound, Cherry. 30F183 ^111111111111^EA
9165435^00139SS3020CH_00^AmpliVox Sound Systems^SS3020CH_00^3165.3959999999997^TW^N756222 - AMPLIVOX SOUND SYSTEMS: SS3020-CH - Lectern w/Sound, Cherry, 48x32x24 In. 30F178 ^^EA
9140262^00139SW3025MH/S1605_00^AmpliVox Sound Systems^SW3025MH/S1605_00^2767.824^TW^N757022 - AMPLIVOX SOUND SYSTEMS: SW3025-MH/S1605 - Lectern w/Sound, Mahog, 27x23-1/2x11-1/2. 30F234 ^^EA
10321548^01794SBAT3PE1T1250TL1_00^Parker^SBAT3PE1T1250TL1_00^1882.752^TW^N278807 - PARKER: SBAT3PE1T1-250-TL1 - Accumulator Safey Block, Relief Valve Setting 3625 psi, Voltage 24VDC, Inlet Port Size #24 SAE ORB, Drain Port Size #16 SAE ORB, Accumulator Port Size 1.5 In. Code 62, Max. Flow 250 gpm, Max. Pressure 5075 psi, Stee^^EA
10196690^01794631B93/42_00^Parker^631B93/42_00^1569.396^TW^N280268 - PARKER: 631B-9-3/4-2 - Pressure Control Valve, 1500 psi, 3/4 NPT. 20JR92 ^^EA
10325488^02037FGR3418TCPLWMG_00^Rubbermaid^FGR3418TCPLWMG_00^1662.816^TW^2STRM RECYC STN 23GAL WRM GRY 1. 097591402191  UPC=097591402191^^EA
9140657^00139SW3040MH/S1605_00^AmpliVox Sound Systems^SW3040MH/S1605_00^5020.068^TW^N757037 - AMPLIVOX SOUND SYSTEMS: SW3040-MH/S1605 - Lectern w/Sound, Mahogany, 51x30x25-1/2 In. 30F249 ^^EA
10234461^00900322018112_00^FLIR^322018112_00^2121.0119999999997^TW^N626909 - FLIR: 322-0181-12 - Quick Disconnect Lens, BHM-X, Lens 35mmLength 7 In., Width 4 In., Height 4 In., Enclosure Material Rubber, Color Black, Auto Focus No, Digital Zoom NoData Logging NoTemp. Range -4 Degrees to 122 Degrees F. 46U313 ^^EA
10292738^02037RCP4486BLA_00^Rubbermaid^RCP4486BLA_00^1224.996^TW^RUBBERMAID Platform Trucks with Wire Side Panel - 56"Lx24"W Deck - Thermoplastic Rubber Casters. Deck LxW: 56x24",Deck Height: 12 1/2",Capacity: 2000 lbs.,Wheel Type: Thermoplastic Rubber Casters. Each heavy-duty wire side panel on this RUBBERMAID Platfo^^EA
10184682^004124022704_00^Carlisle^4022704_00^1555.86^TW^SPARTA SPECTRUM THREADED END HNDL 60IN 1IN FBRGL. ^^EA
10023107^01185HO2592000W3_00^INTERTAPE^HO2592000W3_00^5459.712^TW^N426860 - INTERTAPE: HO2592000-W3 - Stretch Wrap Film, 4750 Ft.x20 In, Pk 40. 36P125 ^^EA
10321535^01794BA10B3T01A1G_00^Parker^BA10B3T01A1G_00^2732.1479999999997^TW^N279096 - PARKER: BA10B3T01A1G - Bladder Accumulator, Fluid Volume 10 gal., Gas Volume (Cu.-In.) 2097, Dia. (In.) 9.06, Height (In.) 54.38, Maximum Pressure 3000 psi, Inlet SAE (In.) SAE #24 (1-7/8-12), Max. Flow GPM 220, Mounting Vertical, Construction ^^EA
10361763^020373486017_00^Rubbermaid^3486017_00^3414.924^TW^RIGID LINER DESERT PEARL. Min Qty: 1. 086876206203  UPC=086876206203  UPC=00086876206203^^EA
10319454^01794CBG1S2T_00^Parker^CBG1S2T_00^1816.9319999999998^TW^N461122 - PARKER: CBG1S2T - Bag Housing, Bottom Outlet, 304 SS Housing Material, 316 SS Basket, Max Flow GPM 80, Size 2 In, NPT Connection, Dia 7.65 In, Max Pressure 175 PSI, Max Water Temp 250 F, Filter Bag Size 1, Leg Type Adjustable Legs, Overall Heig^^EA
10372820^02037FGR3616TPCPLSGN_00^Rubbermaid^FGR3616TPCPLSGN_00^1538.6879999999999^TW^3 STR RECYC STN SGRN 1. 097591399576  UPC=097591399576^^EA
10342241^02037FG2038SQDRGLCHA_00^Rubbermaid^FG2038SQDRGLCHA_00^1224.12^TW^20"SQ TWO PIECE MODEL W/SINGLE DISPOSAL AND DOOR. 097591038512  UPC=097591038512^^EA
10709147^02119S8371_00^Sentry Safe^S8371_00^2163.2999999999997^TW^N625483 - SENTRY SAFE: S8371 - Commercial Safe, Locking Drawer, Net Weight (Lb.) 639, Capacity (Cu.-Ft.) 5.8, Exterior Height (In.) 47-5/8, Exterior Width (In.) 25-7/16, Exterior Depth (In.) 23-15/16, Inside Depth (In.) 13-13/16, Inside Height (In.) 38-5^^EA
10191846^01392P22432_00^LOUISVILLE^P22432_00^1812.36^TW^N387678 - LOUISVILLE: P22432 - Two-Person Scaffolding Stage, Length 32 ft., Width 24 In., Height 6 In., Material Aluminum, Load Capacity 500 lb., Series P2, Standards ANSI, OSHA, UL. 36Y533 ^^EA
10562745^02099CFSL807BEIGE_00^Screenflex^CFSL807BEIGE_00^1791.588^TW^N220544 - SCREENFLEX: CFSL807 BEIGE - Partition, 13 Ft 1 In W x 8 Ft H, Beige. 8EV67 ^^EA
10104414^00139SS3430MP_00^AmpliVox Sound Systems^SS3430MP_00^3201.4919999999997^TW^N756261 - AMPLIVOX SOUND SYSTEMS: SS3430-MP - Lectern w/Sound, Maple, 48-1/2x41x30 In. 30F217 ^^EA
10706938^00139ST3250MP_00^AmpliVox Sound Systems^ST3250MP_00^1827.564^TW^N756400 - AMPLIVOX SOUND SYSTEMS: ST3250-MP - Lectern, Maple, 46-3/4x26x25-1/2 In. 30F225 ^^EA
10288431^02037RUBFG131500DBLUE_00^Rubbermaid^RUBFG131500DBLUE_00^1342.5839999999998^TW^RUBBERMAID Sanitary Tilt Trucks - 33-1/2"Wx72-1/4"Dx43-3/4"H - 1250-Lb. Capacity - Dark blue. Overall WxDxH: 33 1/2x72 1/4x43 3/4",Capacity: 1250 lbs.,Capacity: 1 Cubic Yards,(2) Semi-Pneumatic Tires, (2) Soft-Rubber Swivel Caster,Includes full-perimeter^^EA
